2026-07-03 02:09:07,656 P1376498 INFO ---- Model: ----MSTGAD-b9fc6026----random_seed : 1----req_loss_approach : Normal-Recreation----rec_lambda : 1.0----auxi_lambda : 0.1----Freq Domain : encoder_decoder----Multi Fits : false----train : True----evaluate : False
2026-07-03 02:09:07,656 P1376498 INFO Load from /home/db2003/Desktop/Amr/Tests/Eadro/codes/chunks/SN
2026-07-03 02:09:09,655 P1376498 INFO Fewshot: training with 1.0 of the 70% of the data
2026-07-03 02:09:22,243 P1376498 INFO Trainable Parameters Breakdown:
2026-07-03 02:09:22,244 P1376498 INFO --------------------------------------------------------------------------------
2026-07-03 02:09:22,244 P1376498 INFO Reconstruction-Specific Parameters:
2026-07-03 02:09:22,244 P1376498 INFO encoder.spatial_attention.0.node2node.att | shape: (1, 4, 10)                | params: 40
2026-07-03 02:09:22,253 P1376498 INFO decoder.temporal_attention.1.attention_log.in_proj_weight | shape: (96, 32)                  | params: 3,072
2026-07-03 02:09:22,253 P1376498 INFO decoder.temporal_attention.1.attention_log.in_proj_bias | shape: (96,)                     | params: 96
2026-07-03 02:09:22,253 P1376498 INFO decoder.temporal_attention.1.attention_log.out_proj.weight | shape: (32, 32)                  | params: 1,024
2026-07-03 02:09:22,253 P1376498 INFO decoder.temporal_attention.1.attention_log.out_proj.bias | shape: (32,)                     | params: 32
2026-07-03 02:09:22,253 P1376498 INFO decoder.temporal_attention.1.vff_node.weight | shape: (8, 8)                    | params: 64
2026-07-03 02:09:22,253 P1376498 INFO decoder.temporal_attention.1.vff_node.bias | shape: (8,)                      | params: 8
2026-07-03 02:09:22,253 P1376498 INFO decoder.temporal_attention.1.vff_trace.weight | shape: (8, 8)                    | params: 64
2026-07-03 02:09:22,253 P1376498 INFO decoder.temporal_attention.1.vff_trace.bias | shape: (8,)                      | params: 8
2026-07-03 02:09:22,253 P1376498 INFO decoder.temporal_attention.1.vff_log.weight | shape: (32, 32)                  | params: 1,024
2026-07-03 02:09:22,253 P1376498 INFO decoder.temporal_attention.1.vff_log.bias | shape: (32,)                     | params: 32
2026-07-03 02:09:22,253 P1376498 INFO decoder.temporal_attention.1.headff_node.weight | shape: (10, 10)                  | params: 100
2026-07-03 02:09:22,253 P1376498 INFO decoder.temporal_attention.1.headff_node.bias | shape: (10,)                     | params: 10
2026-07-03 02:09:22,253 P1376498 INFO decoder.temporal_attention.1.headff_trace.weight | shape: (10, 40)                  | params: 400
2026-07-03 02:09:22,254 P1376498 INFO decoder.temporal_attention.1.headff_trace.bias | shape: (10,)                     | params: 10
2026-07-03 02:09:22,254 P1376498 INFO decoder.temporal_attention.1.headff_log.weight | shape: (10, 10)                  | params: 100
2026-07-03 02:09:22,254 P1376498 INFO decoder.temporal_attention.1.headff_log.bias | shape: (10,)                     | params: 10
2026-07-03 02:09:22,254 P1376498 INFO decoder.ta_add.0.addnorm_node.ln.weight  | shape: (8,)                      | params: 8
2026-07-03 02:09:22,254 P1376498 INFO decoder.ta_add.0.addnorm_node.ln.bias    | shape: (8,)                      | params: 8
2026-07-03 02:09:22,254 P1376498 INFO decoder.ta_add.0.addnorm_trace.ln.weight | shape: (8,)                      | params: 8
2026-07-03 02:09:22,254 P1376498 INFO decoder.ta_add.0.addnorm_trace.ln.bias   | shape: (8,)                      | params: 8
2026-07-03 02:09:22,254 P1376498 INFO decoder.ta_add.0.addnorm_log.ln.weight   | shape: (32,)                     | params: 32
2026-07-03 02:09:22,254 P1376498 INFO decoder.ta_add.0.addnorm_log.ln.bias     | shape: (32,)                     | params: 32
2026-07-03 02:09:22,254 P1376498 INFO decoder.ta_add.1.addnorm_node.ln.weight  | shape: (8,)                      | params: 8
2026-07-03 02:09:22,254 P1376498 INFO decoder.ta_add.1.addnorm_node.ln.bias    | shape: (8,)                      | params: 8
2026-07-03 02:09:22,254 P1376498 INFO decoder.ta_add.1.addnorm_trace.ln.weight | shape: (8,)                      | params: 8
2026-07-03 02:09:22,254 P1376498 INFO decoder.ta_add.1.addnorm_trace.ln.bias   | shape: (8,)                      | params: 8
2026-07-03 02:09:22,254 P1376498 INFO decoder.ta_add.1.addnorm_log.ln.weight   | shape: (32,)                     | params: 32
2026-07-03 02:09:22,254 P1376498 INFO decoder.ta_add.1.addnorm_log.ln.bias     | shape: (32,)                     | params: 32
2026-07-03 02:09:22,254 P1376498 INFO decoder.cross_attention.0.attention_node.in_proj_weight | shape: (24, 8)                   | params: 192
2026-07-03 02:09:22,254 P1376498 INFO decoder.cross_attention.0.attention_node.in_proj_bias | shape: (24,)                     | params: 24
2026-07-03 02:09:22,254 P1376498 INFO decoder.cross_attention.0.attention_node.out_proj.weight | shape: (8, 8)                    | params: 64
2026-07-03 02:09:22,254 P1376498 INFO decoder.cross_attention.0.attention_node.out_proj.bias | shape: (8,)                      | params: 8
2026-07-03 02:09:22,254 P1376498 INFO decoder.cross_attention.0.attention_trace.in_proj_weight | shape: (24, 8)                   | params: 192
2026-07-03 02:09:22,254 P1376498 INFO decoder.cross_attention.0.attention_trace.in_proj_bias | shape: (24,)                     | params: 24
2026-07-03 02:09:22,254 P1376498 INFO decoder.cross_attention.0.attention_trace.out_proj.weight | shape: (8, 8)                    | params: 64
2026-07-03 02:09:22,254 P1376498 INFO decoder.cross_attention.0.attention_trace.out_proj.bias | shape: (8,)                      | params: 8
2026-07-03 02:09:22,255 P1376498 INFO decoder.cross_attention.0.attention_log.in_proj_weight | shape: (96, 32)                  | params: 3,072
2026-07-03 02:09:22,255 P1376498 INFO decoder.cross_attention.0.attention_log.in_proj_bias | shape: (96,)                     | params: 96
2026-07-03 02:09:22,255 P1376498 INFO decoder.cross_attention.0.attention_log.out_proj.weight | shape: (32, 32)                  | params: 1,024
2026-07-03 02:09:22,255 P1376498 INFO decoder.cross_attention.0.attention_log.out_proj.bias | shape: (32,)                     | params: 32
2026-07-03 02:09:22,255 P1376498 INFO decoder.cross_attention.1.attention_node.in_proj_weight | shape: (24, 8)                   | params: 192
2026-07-03 02:09:22,255 P1376498 INFO decoder.cross_attention.1.attention_node.in_proj_bias | shape: (24,)                     | params: 24
2026-07-03 02:09:22,255 P1376498 INFO decoder.cross_attention.1.attention_node.out_proj.weight | shape: (8, 8)                    | params: 64
2026-07-03 02:09:22,255 P1376498 INFO decoder.cross_attention.1.attention_node.out_proj.bias | shape: (8,)                      | params: 8
2026-07-03 02:09:22,255 P1376498 INFO decoder.cross_attention.1.attention_trace.in_proj_weight | shape: (24, 8)                   | params: 192
2026-07-03 02:09:22,255 P1376498 INFO decoder.cross_attention.1.attention_trace.in_proj_bias | shape: (24,)                     | params: 24
2026-07-03 02:09:22,255 P1376498 INFO decoder.cross_attention.1.attention_trace.out_proj.weight | shape: (8, 8)                    | params: 64
2026-07-03 02:09:22,255 P1376498 INFO decoder.cross_attention.1.attention_trace.out_proj.bias | shape: (8,)                      | params: 8
2026-07-03 02:09:22,255 P1376498 INFO decoder.cross_attention.1.attention_log.in_proj_weight | shape: (96, 32)                  | params: 3,072
2026-07-03 02:09:22,255 P1376498 INFO decoder.cross_attention.1.attention_log.in_proj_bias | shape: (96,)                     | params: 96
2026-07-03 02:09:22,255 P1376498 INFO decoder.cross_attention.1.attention_log.out_proj.weight | shape: (32, 32)                  | params: 1,024
2026-07-03 02:09:22,255 P1376498 INFO decoder.cross_attention.1.attention_log.out_proj.bias | shape: (32,)                     | params: 32
2026-07-03 02:09:22,255 P1376498 INFO decoder.ca_add.0.addnorm_node.ln.weight  | shape: (8,)                      | params: 8
2026-07-03 02:09:22,255 P1376498 INFO decoder.ca_add.0.addnorm_node.ln.bias    | shape: (8,)                      | params: 8
2026-07-03 02:09:22,255 P1376498 INFO decoder.ca_add.0.addnorm_trace.ln.weight | shape: (8,)                      | params: 8
2026-07-03 02:09:22,255 P1376498 INFO decoder.ca_add.0.addnorm_trace.ln.bias   | shape: (8,)                      | params: 8
2026-07-03 02:09:22,255 P1376498 INFO decoder.ca_add.0.addnorm_log.ln.weight   | shape: (32,)                     | params: 32
2026-07-03 02:09:22,255 P1376498 INFO decoder.ca_add.0.addnorm_log.ln.bias     | shape: (32,)                     | params: 32
2026-07-03 02:09:22,256 P1376498 INFO decoder.ca_add.1.addnorm_node.ln.weight  | shape: (8,)                      | params: 8
2026-07-03 02:09:22,256 P1376498 INFO decoder.ca_add.1.addnorm_node.ln.bias    | shape: (8,)                      | params: 8
2026-07-03 02:09:22,256 P1376498 INFO decoder.ca_add.1.addnorm_trace.ln.weight | shape: (8,)                      | params: 8
2026-07-03 02:09:22,256 P1376498 INFO decoder.ca_add.1.addnorm_trace.ln.bias   | shape: (8,)                      | params: 8
2026-07-03 02:09:22,256 P1376498 INFO decoder.ca_add.1.addnorm_log.ln.weight   | shape: (32,)                     | params: 32
2026-07-03 02:09:22,256 P1376498 INFO decoder.ca_add.1.addnorm_log.ln.bias     | shape: (32,)                     | params: 32
2026-07-03 02:09:22,256 P1376498 INFO decoder.ffn.0.ff_node.ff.0.weight        | shape: (32, 8)                   | params: 256
2026-07-03 02:09:22,256 P1376498 INFO decoder.ffn.0.ff_node.ff.0.bias          | shape: (32,)                     | params: 32
2026-07-03 02:09:22,256 P1376498 INFO decoder.ffn.0.ff_node.ff.3.weight        | shape: (8, 32)                   | params: 256
2026-07-03 02:09:22,256 P1376498 INFO decoder.ffn.0.ff_node.ff.3.bias          | shape: (8,)                      | params: 8
2026-07-03 02:09:22,256 P1376498 INFO decoder.ffn.0.addnorm_node.ln.weight     | shape: (8,)                      | params: 8
2026-07-03 02:09:22,256 P1376498 INFO decoder.ffn.0.addnorm_node.ln.bias       | shape: (8,)                      | params: 8
2026-07-03 02:09:22,256 P1376498 INFO decoder.ffn.0.ff_trace.ff.0.weight       | shape: (32, 8)                   | params: 256
2026-07-03 02:09:22,256 P1376498 INFO decoder.ffn.0.ff_trace.ff.0.bias         | shape: (32,)                     | params: 32
2026-07-03 02:09:22,256 P1376498 INFO decoder.ffn.0.ff_trace.ff.3.weight       | shape: (8, 32)                   | params: 256
2026-07-03 02:09:22,256 P1376498 INFO decoder.ffn.0.ff_trace.ff.3.bias         | shape: (8,)                      | params: 8
2026-07-03 02:09:22,256 P1376498 INFO decoder.ffn.0.addnorm_trace.ln.weight    | shape: (8,)                      | params: 8
2026-07-03 02:09:22,256 P1376498 INFO decoder.ffn.0.addnorm_trace.ln.bias      | shape: (8,)                      | params: 8
2026-07-03 02:09:22,256 P1376498 INFO decoder.ffn.0.ff_log.ff.0.weight         | shape: (128, 32)                 | params: 4,096
2026-07-03 02:09:22,256 P1376498 INFO decoder.ffn.0.ff_log.ff.0.bias           | shape: (128,)                    | params: 128
2026-07-03 02:09:22,256 P1376498 INFO decoder.ffn.0.ff_log.ff.3.weight         | shape: (32, 128)                 | params: 4,096
2026-07-03 02:09:22,256 P1376498 INFO decoder.ffn.0.ff_log.ff.3.bias           | shape: (32,)                     | params: 32
2026-07-03 02:09:22,256 P1376498 INFO decoder.ffn.0.addnorm_log.ln.weight      | shape: (32,)                     | params: 32
2026-07-03 02:09:22,257 P1376498 INFO decoder.ffn.0.addnorm_log.ln.bias        | shape: (32,)                     | params: 32
2026-07-03 02:09:22,257 P1376498 INFO decoder.ffn.1.ff_node.ff.0.weight        | shape: (32, 8)                   | params: 256
2026-07-03 02:09:22,257 P1376498 INFO decoder.ffn.1.ff_node.ff.0.bias          | shape: (32,)                     | params: 32
2026-07-03 02:09:22,257 P1376498 INFO decoder.ffn.1.ff_node.ff.3.weight        | shape: (8, 32)                   | params: 256
2026-07-03 02:09:22,257 P1376498 INFO decoder.ffn.1.ff_node.ff.3.bias          | shape: (8,)                      | params: 8
2026-07-03 02:09:22,257 P1376498 INFO decoder.ffn.1.addnorm_node.ln.weight     | shape: (8,)                      | params: 8
2026-07-03 02:09:22,257 P1376498 INFO decoder.ffn.1.addnorm_node.ln.bias       | shape: (8,)                      | params: 8
2026-07-03 02:09:22,257 P1376498 INFO decoder.ffn.1.ff_trace.ff.0.weight       | shape: (32, 8)                   | params: 256
2026-07-03 02:09:22,257 P1376498 INFO decoder.ffn.1.ff_trace.ff.0.bias         | shape: (32,)                     | params: 32
2026-07-03 02:09:22,257 P1376498 INFO decoder.ffn.1.ff_trace.ff.3.weight       | shape: (8, 32)                   | params: 256
2026-07-03 02:09:22,257 P1376498 INFO decoder.ffn.1.ff_trace.ff.3.bias         | shape: (8,)                      | params: 8
2026-07-03 02:09:22,257 P1376498 INFO decoder.ffn.1.addnorm_trace.ln.weight    | shape: (8,)                      | params: 8
2026-07-03 02:09:22,257 P1376498 INFO decoder.ffn.1.addnorm_trace.ln.bias      | shape: (8,)                      | params: 8
2026-07-03 02:09:22,257 P1376498 INFO decoder.ffn.1.ff_log.ff.0.weight         | shape: (128, 32)                 | params: 4,096
2026-07-03 02:09:22,257 P1376498 INFO decoder.ffn.1.ff_log.ff.0.bias           | shape: (128,)                    | params: 128
2026-07-03 02:09:22,257 P1376498 INFO decoder.ffn.1.ff_log.ff.3.weight         | shape: (32, 128)                 | params: 4,096
2026-07-03 02:09:22,257 P1376498 INFO decoder.ffn.1.ff_log.ff.3.bias           | shape: (32,)                     | params: 32
2026-07-03 02:09:22,257 P1376498 INFO decoder.ffn.1.addnorm_log.ln.weight      | shape: (32,)                     | params: 32
2026-07-03 02:09:22,257 P1376498 INFO decoder.ffn.1.addnorm_log.ln.bias        | shape: (32,)                     | params: 32
2026-07-03 02:09:22,257 P1376498 INFO Subtotal: 91,928
2026-07-03 02:09:22,257 P1376498 INFO --------------------------------------------------------------------------------
2026-07-03 02:09:22,257 P1376498 INFO Common Parameters:
2026-07-03 02:09:22,257 P1376498 INFO node_emb.linear.weight                   | shape: (8, 7)                    | params: 56
2026-07-03 02:09:22,257 P1376498 INFO node_emb.linear.bias                     | shape: (8,)                      | params: 8
2026-07-03 02:09:22,258 P1376498 INFO log_emb.linear.weight                    | shape: (32, 7)                   | params: 224
2026-07-03 02:09:22,258 P1376498 INFO log_emb.linear.bias                      | shape: (32,)                     | params: 32
2026-07-03 02:09:22,258 P1376498 INFO egde_emb.linear.weight                   | shape: (8, 2)                    | params: 16
2026-07-03 02:09:22,258 P1376498 INFO egde_emb.linear.bias                     | shape: (8,)                      | params: 8
2026-07-03 02:09:22,258 P1376498 INFO dense_node.weight                        | shape: (7, 8)                    | params: 56
2026-07-03 02:09:22,258 P1376498 INFO dense_node.bias                          | shape: (7,)                      | params: 7
2026-07-03 02:09:22,258 P1376498 INFO dense_log.weight                         | shape: (7, 32)                   | params: 224
2026-07-03 02:09:22,258 P1376498 INFO dense_log.bias                           | shape: (7,)                      | params: 7
2026-07-03 02:09:22,258 P1376498 INFO dense_edge.weight                        | shape: (2, 8)                    | params: 16
2026-07-03 02:09:22,258 P1376498 INFO dense_edge.bias                          | shape: (2,)                      | params: 2
2026-07-03 02:09:22,258 P1376498 INFO show.0.weight                            | shape: (128, 16)                 | params: 2,048
2026-07-03 02:09:22,258 P1376498 INFO show.0.bias                              | shape: (128,)                    | params: 128
2026-07-03 02:09:22,258 P1376498 INFO show.2.weight                            | shape: (2, 128)                  | params: 256
2026-07-03 02:09:22,258 P1376498 INFO show.2.bias                              | shape: (2,)                      | params: 2
2026-07-03 02:09:22,258 P1376498 INFO Subtotal: 3,090
2026-07-03 02:09:22,258 P1376498 INFO --------------------------------------------------------------------------------
2026-07-03 02:09:22,258 P1376498 INFO Total Trainable Parameters: 95,018

2026-07-03 02:09:22,258 P1376498 INFO Trainable Parameters: 95018, reconstruction: 91928, common: 3090
2026-07-03 02:09:22,258 P1376498 INFO model : init weight
2026-07-03 02:09:22,261 P1376498 INFO Using GPU...
2026-07-03 02:09:22,277 P1376498 INFO optimizer : using AdaBelief
2026-07-03 02:09:22,277 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:09:22,277 P1376498 INFO 0/300 starting... lr: 0.001 para:1.0
2026-07-03 02:09:27,770 P1376498 INFO Epoch 0/300, all_loss:0.89657 cls_loss:108.16223 rec_loss:0.89657 [5.47s]; best loss:0.89657, patience : 0
2026-07-03 02:09:27,770 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:09:27,770 P1376498 INFO 1/300 starting... lr: 0.001 para:0.5
2026-07-03 02:09:32,580 P1376498 INFO Epoch 1/300, all_loss:20.04716 cls_loss:39.30820 rec_loss:0.78612 [4.79s]; best loss:20.04716, patience : 0
2026-07-03 02:09:32,580 P1376498 INFO ----------------------------------------------------------------------------------------------------
2026-07-03 02:09:32,580 P1376498 INFO 2/300 starting... lr: 0.001 para:0.3333333432674408
2026-07-03 02:09:37,404 P1376498 INFO Epoch 2/300, all_loss:7.64002 cls_loss:10.92740 rec_loss:1.06525 [4.80s]; best loss:7.64002, patience : 0
2026-07-03 02:09:38,644 P1376498 INFO pr:1.0000  rc:0.0028  auc:0.7955 ap:0.7045 f1: 0.0055 pred_right: 46791 pred_wrong:9 actu_right: 43560 actu_wrong: 3240
